tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
67,53.59434806195277,One year,DSL,2,Credit card,0
59,50.46283536509429,Two year,None,1,Bank transfer,0
16,66.63945897001882,Month-to-month,Fiber optic,0,Bank transfer,1
25,97.75812070702968,One year,Fiber optic,0,Credit card,0
33,36.764673088991536,Month-to-month,DSL,0,Electronic check,0
6,124.31336961044677,Month-to-month,DSL,1,Credit card,0
61,38.55546878789679,Month-to-month,DSL,0,Bank transfer,1
23,76.3538954462507,Month-to-month,None,2,Credit card,0
9,55.51401951332087,Two year,Fiber optic,0,Credit card,0
35,22.310833969593205,One year,DSL,1,Electronic check,0
16,,Month-to-month,DSL,1,Credit card,1
66,46.497593583135874,One year,Fiber optic,1,Bank transfer,0
71,104.69036999130299,Month-to-month,Fiber optic,2,Electronic check,0
36,54.89519892993695,Month-to-month,DSL,0,Credit card,0
21,77.36023180498687,One year,None,3,Credit card,0
68,109.67960950315208,Month-to-month,None,1,Mailed check,1
56,7.522306027951103,Month-to-month,DSL,1,Mailed check,0
57,70.82971715499582,Two year,Fiber optic,11,Electronic check,1
5,,Two year,DSL,0,Credit card,1
33,98.43406077330997,One year,Fiber optic,0,Bank transfer,0
61,13.136093076832838,One year,None,1,Electronic check,0
35,86.01962454195716,Month-to-month,DSL,3,Electronic check,0
53,44.536193338007024,Month-to-month,None,1,Credit card,0
13,64.2472237321007,Two year,Fiber optic,1,Mailed check,0
54,79.95843468668838,One year,DSL,0,Bank transfer,0
49,25.76584413350498,One year,Fiber optic,1,Credit card,0
16,32.69781310105577,Two year,DSL,2,Credit card,0
55,,One year,DSL,0,Mailed check,0
71,69.57778310299659,Two year,Fiber optic,2,Credit card,0
55,51.91212318609758,Month-to-month,DSL,2,Bank transfer,0
60,68.66452905134558,Month-to-month,None,4,Bank transfer,0
37,21.56466227507404,Month-to-month,Fiber optic,1,Credit card,0
48,100.18200397213788,Month-to-month,None,2,Bank transfer,0
18,42.200055037909095,Month-to-month,Fiber optic,1,Credit card,1
24,17.78966913961708,Month-to-month,Fiber optic,1,Bank transfer,0
43,46.762234437063235,Month-to-month,Fiber optic,0,Bank transfer,0
71,90.55162933224142,Two year,None,1,Electronic check,0
58,56.05714676494389,Month-to-month,Fiber optic,4,Mailed check,1
36,19.56884318870585,Two year,DSL,2,Credit card,1
31,64.28561407428685,Month-to-month,DSL,0,Electronic check,0
37,45.75184757381338,One year,None,0,Bank transfer,0
45,119.19101158254401,Two year,Fiber optic,1,Bank transfer,1
33,72.0399278759555,Month-to-month,Fiber optic,0,Credit card,1
10,31.764589296831097,Month-to-month,Fiber optic,0,Credit card,0
42,59.905877981687894,Two year,None,1,Credit card,0
47,62.94077393593466,One year,Fiber optic,3,Electronic check,0
40,94.01558497457972,Month-to-month,Fiber optic,1,Electronic check,0
18,81.60632182413924,Two year,Fiber optic,0,Bank transfer,0
20,,Month-to-month,DSL,2,Credit card,0
1,61.58199179231304,Two year,DSL,1,Mailed check,0
50,56.36299765771082,Month-to-month,DSL,2,Bank transfer,0
8,17.25175702356361,Month-to-month,Fiber optic,1,Electronic check,0
5,25.483766016886563,Month-to-month,Fiber optic,1,Mailed check,0
67,65.94058175710597,Month-to-month,Fiber optic,0,Credit card,1
64,82.15806870513742,Month-to-month,None,1,Bank transfer,0
30,71.77637201303266,Month-to-month,Fiber optic,1,Electronic check,0
2,50.45073697724737,One year,Fiber optic,1,Credit card,1
27,115.37064469878418,Two year,Fiber optic,4,Bank transfer,1
54,43.01799646210425,Two year,DSL,2,Bank transfer,1
13,74.75654460332073,Month-to-month,Fiber optic,1,Electronic check,0
36,25.49395908467855,Month-to-month,Fiber optic,0,Bank transfer,0
32,24.338065702979783,Month-to-month,Fiber optic,2,Bank transfer,1
65,96.21947586125525,Month-to-month,Fiber optic,3,Electronic check,1
60,89.7841640993086,Month-to-month,DSL,1,Credit card,0
5,50.056930616111536,Month-to-month,None,2,Mailed check,1
50,83.74467158902775,Month-to-month,None,1,Electronic check,0
34,68.76653589645662,One year,Fiber optic,0,Mailed check,0
25,59.866701566199595,Month-to-month,DSL,0,Bank transfer,0
26,68.64540914898247,One year,Fiber optic,0,Electronic check,1
40,71.93752943079434,One year,Fiber optic,2,Mailed check,1
34,42.98119509541708,Month-to-month,DSL,0,Credit card,0
49,30.193477860747798,Two year,None,0,Electronic check,0
54,47.06533066428919,Two year,DSL,0,Bank transfer,0
46,53.91180524983542,Month-to-month,DSL,0,Bank transfer,0
26,7.112961568698196,Month-to-month,Fiber optic,4,Electronic check,1
67,,One year,DSL,0,Credit card,1
69,21.257848423105727,Two year,Fiber optic,0,Credit card,0
55,75.28454923431335,Month-to-month,DSL,0,Bank transfer,1
41,36.21917942099149,Month-to-month,DSL,2,Credit card,0
44,42.393935334356094,Month-to-month,None,1,Bank transfer,0
51,41.04349159501428,Month-to-month,None,3,Mailed check,0
42,43.48281654954874,Two year,Fiber optic,1,Bank transfer,1
4,68.96333302453775,Month-to-month,DSL,2,Electronic check,0
62,64.00471691288679,Month-to-month,DSL,8,Bank transfer,0
5,40.69737295717749,Month-to-month,Fiber optic,1,Mailed check,0
57,44.22782444362192,Month-to-month,None,3,Bank transfer,1
62,184.98536697757686,Month-to-month,Fiber optic,2,Credit card,0
19,43.00036613012492,Month-to-month,Fiber optic,0,Mailed check,1
30,59.30912729724968,Two year,Fiber optic,0,Electronic check,0
38,60.0371288708252,Month-to-month,Fiber optic,1,Credit card,1
39,192.61190018587135,Month-to-month,DSL,0,Credit card,0
62,30.14290733768189,One year,None,2,Mailed check,0
65,27.639987489378793,One year,Fiber optic,2,Mailed check,1
30,40.61674499894785,Month-to-month,DSL,2,Bank transfer,0
26,231.95288956633297,Month-to-month,DSL,1,Electronic check,0
59,53.86893048894952,Two year,DSL,8,Electronic check,0
70,124.580069044727,Month-to-month,DSL,2,Credit card,0
31,115.85044954227482,One year,None,2,Credit card,0
34,55.516426023185794,Month-to-month,DSL,1,Mailed check,0
20,43.255573346805896,Month-to-month,DSL,1,Mailed check,0
32,63.40668644224908,Month-to-month,Fiber optic,2,Mailed check,0
35,68.7686591465718,Month-to-month,DSL,0,Mailed check,1
59,22.50611450006099,Two year,DSL,0,Bank transfer,0
17,,Two year,Fiber optic,1,Bank transfer,0
51,46.04919065312275,Two year,DSL,2,Electronic check,0
18,,One year,DSL,2,Electronic check,1
39,78.10915536099182,Month-to-month,None,0,Credit card,0
30,92.37886264186247,Month-to-month,DSL,1,Mailed check,0
47,81.85836298379111,Two year,DSL,1,Bank transfer,1
69,66.75747201832229,One year,Fiber optic,1,Mailed check,0
17,31.76503977354114,Month-to-month,DSL,2,Electronic check,0
49,41.629910819938765,One year,DSL,0,Credit card,0
44,52.12091874706314,Month-to-month,Fiber optic,2,Credit card,0
35,54.25219388082433,Month-to-month,DSL,2,Bank transfer,0
40,61.620910780437434,One year,DSL,1,Credit card,0
11,22.347537216861852,Month-to-month,Fiber optic,0,Electronic check,1
56,53.73575662767291,Two year,Fiber optic,2,Bank transfer,0
66,85.68306781314548,Month-to-month,Fiber optic,0,Credit card,0
45,22.44200045968278,Month-to-month,DSL,2,Mailed check,1
26,66.62232237737469,Two year,None,2,Bank transfer,0
61,38.80334527700214,Month-to-month,None,0,Credit card,1
66,63.128162486169245,Month-to-month,Fiber optic,0,Mailed check,0
70,28.97510068529576,Month-to-month,DSL,0,Credit card,0
44,35.06824398406389,Month-to-month,DSL,1,Electronic check,1
38,77.03704432043529,One year,None,3,Electronic check,1
64,8.31255086103633,Month-to-month,DSL,1,Bank transfer,0
52,50.621798334147876,Month-to-month,Fiber optic,1,Bank transfer,0
63,58.510231479920535,Month-to-month,Fiber optic,1,Bank transfer,1
69,85.79896931942812,Two year,None,1,Electronic check,0
46,63.6278064524249,One year,DSL,1,Mailed check,1
58,98.09795898593897,Month-to-month,Fiber optic,1,Credit card,1
49,42.50832292730274,Month-to-month,DSL,1,Credit card,1
26,,Month-to-month,None,0,Electronic check,0
7,24.411893434871402,Month-to-month,Fiber optic,0,Bank transfer,0
50,38.25848902660936,Two year,Fiber optic,11,Credit card,0
59,37.135509308821554,Two year,DSL,1,Mailed check,0
67,18.03935271180065,Month-to-month,DSL,1,Credit card,1
2,62.63874832945666,Month-to-month,Fiber optic,11,Credit card,1
11,99.01691049751798,Two year,Fiber optic,0,Electronic check,0
52,16.55739183343861,Month-to-month,DSL,0,Bank transfer,0
0,44.60821755026025,One year,Fiber optic,3,Mailed check,0
58,64.4413620352056,Month-to-month,Fiber optic,1,Credit card,1
6,87.9989623547096,Month-to-month,DSL,1,Credit card,1
9,,Two year,DSL,0,Credit card,0
27,24.855854172386575,One year,Fiber optic,2,Credit card,0
46,61.22125618902483,Month-to-month,Fiber optic,1,Electronic check,1
0,37.36779385395573,Month-to-month,Fiber optic,1,Electronic check,1
45,25.814087404764987,One year,DSL,2,Electronic check,0
6,47.83626897519868,One year,Fiber optic,1,Electronic check,0
2,87.90247891613305,Month-to-month,DSL,2,Electronic check,1
14,,Month-to-month,DSL,6,Mailed check,0
71,53.821638877481824,Two year,DSL,1,Mailed check,0
10,74.22604397515391,Month-to-month,Fiber optic,1,Mailed check,0
45,40.51923102323721,Month-to-month,None,1,Electronic check,1
21,62.535183230524986,One year,None,0,Electronic check,0
33,72.10437772755142,Month-to-month,DSL,2,Credit card,1
61,58.45422065421933,One year,Fiber optic,2,Credit card,1
16,70.8710150442416,Month-to-month,Fiber optic,9,Electronic check,0
48,65.02118316842335,Month-to-month,Fiber optic,2,Mailed check,0
45,28.22936828668433,Month-to-month,Fiber optic,4,Bank transfer,1
15,,Two year,None,0,Bank transfer,0
33,141.52250532260717,Month-to-month,Fiber optic,0,Mailed check,0
22,98.80409717986609,Two year,Fiber optic,1,Bank transfer,1
54,45.62170841206062,Month-to-month,DSL,2,Credit card,0
44,14.30112023544264,Month-to-month,Fiber optic,2,Credit card,0
4,40.85093499050003,One year,Fiber optic,3,Electronic check,1
68,59.82693223723914,Month-to-month,DSL,1,Credit card,1
47,78.74149897063506,One year,DSL,2,Bank transfer,0
19,14.818092669205987,Month-to-month,Fiber optic,1,Credit card,1
29,65.84472159732118,Month-to-month,DSL,0,Credit card,1
64,61.668922792071,Month-to-month,None,0,Credit card,0
53,57.31196057490419,Two year,Fiber optic,3,Electronic check,0
4,86.41374624256991,Two year,DSL,2,Mailed check,0
44,76.98823534632238,Month-to-month,Fiber optic,9,Credit card,1
40,38.93150449048589,One year,Fiber optic,3,Credit card,1
12,14.792795935938127,One year,DSL,0,Bank transfer,1
63,38.02137061665043,Month-to-month,Fiber optic,1,Bank transfer,0
15,90.52972199578875,Month-to-month,Fiber optic,0,Mailed check,1
1,88.74801861353306,Month-to-month,Fiber optic,1,Bank transfer,0
5,41.20571226484831,Month-to-month,Fiber optic,0,Electronic check,0
55,,Two year,Fiber optic,1,Electronic check,0
66,72.61264352887774,Month-to-month,Fiber optic,2,Mailed check,1
2,28.076209461955813,Month-to-month,Fiber optic,0,Bank transfer,0
53,37.50930389880616,Two year,DSL,1,Credit card,0
28,52.67869034802537,Month-to-month,None,1,Credit card,0
59,109.45940197344757,Two year,Fiber optic,1,Bank transfer,0
17,56.6787799707106,Month-to-month,Fiber optic,1,Credit card,0
55,39.37821163744746,Two year,DSL,0,Credit card,0
9,,Month-to-month,Fiber optic,0,Mailed check,0
44,32.758612880087234,Month-to-month,Fiber optic,1,Credit card,0
37,86.982251258003,Month-to-month,DSL,2,Electronic check,0
32,26.011062829180453,Month-to-month,Fiber optic,2,Bank transfer,0
34,54.20055561604731,Month-to-month,Fiber optic,0,Mailed check,0
44,90.33752653797768,Month-to-month,Fiber optic,4,Bank transfer,0
54,33.2049398503828,One year,None,2,Electronic check,1
50,36.78655860513577,Two year,Fiber optic,1,Mailed check,0
20,30.667679706142756,Month-to-month,Fiber optic,0,Bank transfer,0
20,94.79618623616565,Month-to-month,DSL,0,Bank transfer,0
61,35.71380124064256,One year,Fiber optic,1,Credit card,0
57,47.28466214105923,Month-to-month,DSL,0,Credit card,0
0,68.2806901644082,Month-to-month,Fiber optic,5,Credit card,1
14,48.740417680011,Month-to-month,None,4,Bank transfer,0
30,44.42577464955323,Two year,Fiber optic,0,Credit card,0
19,105.8010330836415,Month-to-month,Fiber optic,1,Bank transfer,0
49,69.3746479038442,Month-to-month,None,1,Credit card,0
32,52.54709846373159,Month-to-month,Fiber optic,1,Mailed check,0
38,47.76095851679758,One year,Fiber optic,1,Mailed check,1
40,20.986107285007467,Month-to-month,DSL,3,Electronic check,0
5,,Month-to-month,DSL,1,Credit card,0
24,,Month-to-month,Fiber optic,1,Mailed check,0
67,49.96610938025884,Month-to-month,None,1,Credit card,0
29,23.351227123547407,Two year,None,0,Bank transfer,1
9,81.53840044935941,Month-to-month,DSL,2,Credit card,0
64,30.297303449060173,Month-to-month,Fiber optic,1,Credit card,1
28,44.166959057162416,Month-to-month,Fiber optic,1,Bank transfer,1
9,54.07000437220719,Two year,Fiber optic,0,Credit card,0
27,62.18414202201109,One year,Fiber optic,1,Mailed check,0
22,57.77465368296814,Month-to-month,Fiber optic,1,Credit card,0
31,110.20327578174883,Two year,None,2,Electronic check,0
12,,Month-to-month,Fiber optic,1,Credit card,0
1,130.1728820180934,Month-to-month,DSL,0,Mailed check,0
67,19.76712660124202,One year,DSL,4,Bank transfer,1
66,55.06262448534877,One year,None,2,Bank transfer,0
7,47.10072987159547,Month-to-month,Fiber optic,0,Credit card,0
24,100.33056534065987,Two year,Fiber optic,0,Electronic check,0
13,44.39852963716126,Month-to-month,Fiber optic,1,Mailed check,0
21,65.6958672514708,Month-to-month,Fiber optic,1,Mailed check,0
39,47.451952132867596,Month-to-month,DSL,1,Mailed check,1
34,72.70204253974856,One year,None,1,Bank transfer,0
66,100.7157740753885,Month-to-month,None,1,Mailed check,1
2,30.68042111269272,One year,DSL,1,Credit card,0
9,80.00694078733667,Month-to-month,DSL,1,Electronic check,1
71,109.61436113789104,Two year,DSL,1,Credit card,0
1,54.67310463958731,Month-to-month,Fiber optic,0,Electronic check,1
30,,Month-to-month,DSL,11,Mailed check,0
23,24.952968797955563,One year,Fiber optic,2,Electronic check,1
52,,Month-to-month,Fiber optic,2,Credit card,0
32,69.61985044864271,Two year,DSL,1,Credit card,1
38,106.32896972446378,Month-to-month,DSL,2,Credit card,0
11,89.52851807258547,Month-to-month,DSL,0,Mailed check,0
48,93.5529307833032,Month-to-month,Fiber optic,0,Bank transfer,0
59,32.47255965973347,Month-to-month,DSL,1,Electronic check,0
66,59.23316940126559,One year,DSL,2,Electronic check,0
10,52.40518635078324,One year,Fiber optic,1,Mailed check,0
42,54.04556512291522,Two year,DSL,0,Bank transfer,0
7,56.13271244045832,Month-to-month,DSL,0,Credit card,1
42,36.26112452022456,Month-to-month,Fiber optic,1,Mailed check,1
19,52.51469881320826,Two year,Fiber optic,2,Mailed check,0
66,42.76754833688072,Month-to-month,DSL,3,Electronic check,1
4,71.02391526764032,Month-to-month,Fiber optic,2,Bank transfer,1
6,69.16309399137756,Two year,None,2,Bank transfer,0
12,30.87464660257693,Month-to-month,Fiber optic,1,Bank transfer,0
20,69.95157609688715,Month-to-month,Fiber optic,0,Credit card,0
57,44.2405618354661,One year,Fiber optic,1,Mailed check,0
9,16.548868755836462,Month-to-month,Fiber optic,0,Mailed check,1
54,96.20752111985587,Month-to-month,DSL,9,Bank transfer,0
20,68.63648263380706,Month-to-month,DSL,2,Electronic check,0
29,46.75735125857229,Month-to-month,DSL,0,Mailed check,0
41,99.89552144883518,Month-to-month,None,1,Electronic check,1
28,60.70419449864494,Month-to-month,None,0,Electronic check,0
56,,Two year,None,10,Credit card,1
4,59.28579002065681,One year,Fiber optic,4,Electronic check,1
47,51.492209623550956,Month-to-month,Fiber optic,2,Credit card,0
48,45.090046230872765,One year,DSL,1,Electronic check,0
62,,One year,Fiber optic,0,Credit card,0
5,,Two year,None,1,Electronic check,1
55,38.57226099310827,Month-to-month,Fiber optic,3,Mailed check,1
15,132.16018290663737,Two year,DSL,10,Bank transfer,1
55,128.10108637134843,One year,Fiber optic,3,Credit card,0
6,29.43120508194194,Month-to-month,DSL,2,Credit card,0
59,126.43129329278548,Month-to-month,DSL,4,Bank transfer,0
20,35.56254865719215,Month-to-month,DSL,5,Electronic check,0
60,,One year,Fiber optic,1,Bank transfer,0
59,62.0395411351293,One year,DSL,1,Bank transfer,0
13,74.4838804461272,One year,DSL,3,Electronic check,0
59,49.76323510754403,One year,Fiber optic,0,Credit card,1
70,51.478491175629486,Month-to-month,DSL,1,Mailed check,0
7,34.94004075352432,Month-to-month,DSL,2,Electronic check,0
56,50.91768955473566,One year,DSL,1,Credit card,0
1,24.360137182551103,Month-to-month,None,3,Bank transfer,0
22,112.04938471146232,Two year,Fiber optic,1,Electronic check,0
69,18.622434206144003,Month-to-month,DSL,4,Bank transfer,1
66,75.83532225439383,One year,Fiber optic,0,Electronic check,0
30,13.687679460496803,One year,DSL,1,Bank transfer,1
26,50.428452148190125,Month-to-month,Fiber optic,0,Electronic check,0
15,75.2050124862961,Month-to-month,DSL,0,Electronic check,0
12,68.03096564608126,Two year,None,0,Mailed check,0
47,54.743028582032146,One year,Fiber optic,3,Mailed check,0
27,127.71270645582142,Month-to-month,DSL,0,Bank transfer,0
48,47.91961866391675,Month-to-month,DSL,2,Bank transfer,0
17,40.52033204180182,Two year,Fiber optic,2,Electronic check,0
35,62.74609608668256,Two year,Fiber optic,0,Mailed check,0
28,36.80474605205316,Two year,DSL,0,Mailed check,1
23,62.035667412101475,Month-to-month,DSL,1,Credit card,1
15,69.64515149409769,Month-to-month,Fiber optic,3,Electronic check,0
56,,One year,Fiber optic,1,Electronic check,0
24,32.56854587284331,Month-to-month,DSL,1,Mailed check,0
7,,One year,DSL,4,Mailed check,0
3,67.47026761647153,One year,Fiber optic,0,Electronic check,1
65,113.11221892457132,Two year,Fiber optic,3,Mailed check,0
58,57.08920066418459,Two year,Fiber optic,0,Bank transfer,0
28,22.40118242618565,Month-to-month,DSL,2,Bank transfer,0
39,49.50955042187594,One year,Fiber optic,1,Mailed check,0
65,53.891500029965506,Month-to-month,DSL,1,Mailed check,1
64,29.408538060744476,One year,Fiber optic,1,Mailed check,0
33,120.8096789403019,Month-to-month,DSL,0,Mailed check,1
22,77.23435577363871,One year,DSL,2,Electronic check,0
33,120.8616588699884,One year,DSL,2,Credit card,0
19,51.04308481663186,Two year,Fiber optic,10,Credit card,0
40,77.36069268008119,Two year,DSL,0,Bank transfer,1
51,53.813528361625416,Month-to-month,None,0,Electronic check,0
13,73.61558018780659,Month-to-month,Fiber optic,1,Bank transfer,0
40,14.317314896577727,Month-to-month,Fiber optic,1,Credit card,0
67,15.454754556830828,Month-to-month,Fiber optic,1,Bank transfer,0
3,59.65592586853434,Two year,DSL,2,Mailed check,1
69,23.35051484268939,One year,DSL,0,Electronic check,0
38,35.25842809311948,Month-to-month,None,1,Electronic check,0
28,44.77380822332313,One year,DSL,1,Mailed check,1
54,82.3684754355095,Two year,DSL,2,Bank transfer,1
58,57.921109652452294,Two year,DSL,0,Credit card,0
22,103.8802003417845,One year,None,2,Mailed check,0
49,42.0154447991426,One year,Fiber optic,0,Electronic check,1
66,,Month-to-month,DSL,8,Bank transfer,0
63,41.76405174610507,Two year,None,2,Credit card,0
21,96.2039213483848,Month-to-month,DSL,0,Bank transfer,0
47,74.6821479751948,Month-to-month,Fiber optic,0,Bank transfer,0
55,54.1329842257801,Month-to-month,Fiber optic,0,Mailed check,0
55,22.370713937053797,Month-to-month,Fiber optic,2,Electronic check,0
27,60.586672586734856,Month-to-month,DSL,1,Electronic check,1
61,33.39171487951348,Month-to-month,Fiber optic,1,Bank transfer,1
40,,Month-to-month,Fiber optic,0,Mailed check,0
28,49.73678968734972,Two year,None,1,Electronic check,0
59,154.65067951194987,Month-to-month,DSL,3,Credit card,1
8,36.665616093347744,One year,DSL,1,Electronic check,0
45,41.28227569865516,Month-to-month,None,2,Bank transfer,0
66,107.85549765390206,Two year,None,2,Electronic check,0
53,119.90340552638334,One year,DSL,2,Electronic check,0
26,34.78274967140312,Two year,None,1,Electronic check,0
66,67.10745829850228,Month-to-month,DSL,6,Electronic check,1
24,50.97553102486933,Two year,DSL,2,Electronic check,0
27,81.10241475165624,Month-to-month,None,0,Credit card,0
24,74.43856344062577,Month-to-month,DSL,1,Electronic check,0
58,,Month-to-month,DSL,0,Mailed check,0
52,53.672986880444924,Month-to-month,DSL,0,Mailed check,0
41,98.78027465683049,Month-to-month,Fiber optic,0,Bank transfer,0
11,51.774343350356226,Two year,DSL,3,Credit card,1
22,46.440926193604824,Two year,None,0,Mailed check,0
48,90.09311218061545,Month-to-month,Fiber optic,1,Bank transfer,0
30,90.53359869015684,Month-to-month,DSL,1,Mailed check,1
5,70.20150235748662,Month-to-month,Fiber optic,1,Electronic check,1
7,57.1332479381123,Month-to-month,Fiber optic,2,Electronic check,0
54,58.22130245262733,One year,Fiber optic,1,Electronic check,0
59,113.25378934808184,Month-to-month,Fiber optic,2,Mailed check,0
36,39.48716403602544,Month-to-month,DSL,0,Credit card,0
5,34.818091671983304,One year,DSL,1,Credit card,1
3,151.647452493673,One year,DSL,1,Bank transfer,1
44,39.087030443275864,Month-to-month,Fiber optic,0,Mailed check,0
30,32.87308321416263,One year,None,2,Electronic check,1
33,47.865351947685724,Month-to-month,DSL,3,Bank transfer,0
25,28.563502303927073,One year,Fiber optic,1,Credit card,0
3,22.02915456132755,Two year,None,1,Mailed check,0
20,18.99834543123756,Month-to-month,DSL,1,Mailed check,0
68,79.64230858642433,Month-to-month,DSL,4,Bank transfer,0
1,36.18589154866882,Month-to-month,Fiber optic,0,Electronic check,0
30,30.566086867864538,Month-to-month,None,1,Electronic check,0
33,40.5304189640359,Month-to-month,None,1,Electronic check,0
67,27.853261371914865,Month-to-month,None,1,Mailed check,0
9,68.28926035215751,Two year,Fiber optic,2,Mailed check,0
5,92.70005672507737,Two year,None,0,Credit card,0
47,46.375363222774745,One year,Fiber optic,1,Mailed check,0
32,48.6357444517309,One year,DSL,1,Mailed check,0
26,74.21535716805248,Two year,DSL,1,Mailed check,0
38,24.08237260037662,Month-to-month,Fiber optic,0,Credit card,1
42,69.63011934336652,Two year,Fiber optic,2,Bank transfer,0
42,74.14774631516758,Two year,Fiber optic,0,Electronic check,1
49,116.19814824265482,Month-to-month,DSL,1,Mailed check,0
51,60.72698849676424,One year,DSL,3,Mailed check,0
50,104.05410009239432,Month-to-month,Fiber optic,0,Credit card,1
36,35.4860386653565,Month-to-month,Fiber optic,4,Bank transfer,0
28,67.52658742174943,Month-to-month,None,0,Bank transfer,0
30,67.66884198275467,One year,DSL,1,Bank transfer,1
54,42.811075456083486,Month-to-month,DSL,1,Electronic check,1
43,90.20278456857098,Month-to-month,DSL,0,Credit card,0
24,33.45078518832826,Month-to-month,Fiber optic,1,Electronic check,0
4,11.191353210665202,One year,Fiber optic,1,Electronic check,0
12,46.62697767394404,Month-to-month,DSL,0,Bank transfer,0
68,28.64420073065936,Month-to-month,DSL,2,Bank transfer,0
12,51.46183298898822,Month-to-month,DSL,0,Electronic check,0
35,93.39396633407246,One year,DSL,0,Electronic check,0
4,76.86609080605326,Month-to-month,DSL,1,Credit card,0
30,15.132157961757194,One year,DSL,2,Mailed check,0
38,70.55312626808254,Month-to-month,Fiber optic,9,Bank transfer,1
14,61.833330229192114,Month-to-month,Fiber optic,1,Credit card,0
41,69.30218329901166,One year,None,0,Credit card,1
68,48.07194724763508,Month-to-month,DSL,1,Credit card,0
19,45.667101275175675,Month-to-month,DSL,1,Electronic check,0
28,43.399580252316596,Month-to-month,Fiber optic,1,Mailed check,0
5,125.08496670905801,One year,None,1,Credit card,0
19,44.45298660748473,Two year,None,0,Electronic check,0
8,68.72573257892745,Two year,None,0,Mailed check,0
56,35.2568639121199,Two year,None,1,Bank transfer,0
7,37.880084107665134,Month-to-month,Fiber optic,0,Credit card,0
36,,Month-to-month,DSL,8,Bank transfer,0
45,67.05941882096823,Two year,Fiber optic,2,Electronic check,0
35,39.1357847714133,Month-to-month,Fiber optic,0,Electronic check,0
43,106.94622625595997,Month-to-month,DSL,1,Mailed check,0
24,26.28645093199332,Month-to-month,None,8,Bank transfer,1
61,42.9596347007728,Two year,Fiber optic,2,Electronic check,0
48,86.02616179001399,Month-to-month,None,1,Electronic check,0
58,,One year,Fiber optic,1,Bank transfer,0
9,48.882882904631934,Month-to-month,None,1,Electronic check,0
52,61.17194925276708,Month-to-month,DSL,2,Electronic check,0
63,33.41570498483265,Two year,Fiber optic,10,Electronic check,1
29,69.24692498634138,Month-to-month,Fiber optic,1,Bank transfer,0
52,64.36200499012392,Month-to-month,Fiber optic,2,Mailed check,0
59,59.501132390078865,Month-to-month,Fiber optic,3,Electronic check,0
58,,Two year,None,1,Bank transfer,1
41,86.88350505641893,Two year,Fiber optic,1,Bank transfer,0
46,61.745936251443936,Month-to-month,None,3,Credit card,0
37,57.29160428727978,Month-to-month,DSL,4,Electronic check,1
60,30.273729054704503,One year,Fiber optic,0,Electronic check,0
66,70.8891264793171,Month-to-month,None,0,Credit card,0
17,37.829796339071386,Two year,DSL,2,Electronic check,0
6,99.51011535157666,Month-to-month,Fiber optic,1,Mailed check,1
54,36.61114599952138,Month-to-month,DSL,1,Mailed check,1
53,38.93755881517437,Month-to-month,Fiber optic,9,Bank transfer,0
47,91.83663886376137,Month-to-month,None,0,Bank transfer,1
71,35.48511123100124,Month-to-month,DSL,0,Credit card,0
26,76.70840396598663,One year,DSL,1,Electronic check,0
55,105.90163801720337,Two year,Fiber optic,1,Mailed check,0
30,46.87409149801559,Month-to-month,DSL,0,Bank transfer,0
25,50.897068004079664,Month-to-month,Fiber optic,1,Credit card,1
3,86.08797220299677,One year,None,3,Credit card,0
46,41.904451177716574,Month-to-month,None,3,Mailed check,1
17,25.791938362517225,Two year,Fiber optic,2,Mailed check,0
20,57.99572665308802,Month-to-month,Fiber optic,0,Bank transfer,1
16,41.62416473617015,One year,Fiber optic,0,Bank transfer,0
63,38.07099341536868,Month-to-month,Fiber optic,0,Credit card,0
55,56.440691855348405,One year,Fiber optic,1,Credit card,0
68,67.8430744860151,Month-to-month,DSL,2,Mailed check,0
9,16.13374942640217,Two year,DSL,1,Bank transfer,0
10,47.6720686859432,Two year,None,1,Mailed check,0
63,49.411485310941345,One year,None,1,Electronic check,0
51,73.41278765353562,Month-to-month,Fiber optic,10,Electronic check,0
69,21.62241046277167,Two year,DSL,3,Credit card,0
31,47.779442518160295,One year,DSL,0,Bank transfer,0
9,78.2960732850575,Month-to-month,DSL,1,Credit card,0
57,37.80358154519331,One year,Fiber optic,2,Mailed check,1
60,60.85446702010909,Two year,Fiber optic,1,Credit card,0
70,,Month-to-month,DSL,0,Credit card,0
35,27.589310867334373,Month-to-month,DSL,1,Credit card,0
57,30.532737123898603,Two year,DSL,0,Mailed check,0
4,109.64196179212013,Month-to-month,Fiber optic,3,Credit card,0
15,87.60253362525188,Two year,DSL,2,Mailed check,0
0,74.12759963153938,One year,DSL,8,Mailed check,0
52,59.16965957414028,One year,Fiber optic,2,Electronic check,0
8,46.59250362239416,Month-to-month,DSL,1,Bank transfer,0
66,75.86585797252293,Two year,DSL,2,Mailed check,0
51,72.66155778445562,One year,None,1,Electronic check,1
17,45.14526914031603,Month-to-month,DSL,1,Electronic check,0
57,40.83111657371549,Month-to-month,Fiber optic,1,Credit card,1
67,77.26386686235799,Two year,DSL,10,Electronic check,0
38,35.29341308260696,Month-to-month,None,0,Bank transfer,1
35,77.06040191134403,Month-to-month,Fiber optic,1,Bank transfer,1
25,62.407589554362296,Month-to-month,DSL,2,Credit card,1
44,70.28914582863788,Month-to-month,Fiber optic,3,Mailed check,1
